0.101948, 2.64494e-22
0.100889, 6.4017e-21
0.0987652, 7.73916e-20
0.0975498, 6.25081e-19
0.0970024, 3.8066e-18
0.0968372, 1.86993e-17
0.0967293, 7.73984e-17
0.0966758, 2.7834e-16
0.096629, 8.89742e-16
0.096592, 2.57305e-15
0.0966398, 6.82653e-15
0.0967982, 1.68049e-14
0.096954, 3.87429e-14
0.0970195, 8.43001e-14
0.0968953, 1.74247e-13
0.0965466, 3.4403e-13
0.0960342, 6.51871e-13
0.0952938, 1.19019e-12
0.0943079, 2.10123e-12
0.0932708, 3.59799e-12
0.0922144, 5.99138e-12
0.0911109, 9.72496e-12
0.0899495, 1.54184e-11
0.0886755, 2.39209e-11
0.087289, 3.63752e-11
0.0861465, 5.42947e-11
0.0856784, 7.96526e-11
0.0860877, 1.14986e-10
0.0879009, 1.63511e-10
0.0900132, 2.29262e-10
0.0925345, 3.1723e-10
0.0956037, 4.3353e-10
0.0984471, 5.85577e-10
0.101144, 7.82272e-10
0.103895, 1.0342e-09
0.106733, 1.35385e-09
0.109426, 1.75581e-09
0.111643, 2.25703e-09
0.113668, 2.87701e-09
0.116112, 3.63805e-09
0.119481, 4.56546e-09
0.12308, 5.68782e-09
0.125966, 7.03714e-09
0.1275, 8.64909e-09
0.128319, 1.05632e-08
0.128785, 1.2823e-08
0.129164, 1.54763e-08
0.129546, 1.85751e-08
0.129944, 2.21758e-08
0.130308, 2.63394e-08
0.130478, 3.11315e-08
0.130093, 3.66223e-08
0.129181, 4.28866e-08
0.127885, 5.00038e-08
0.126266, 5.8058e-08
0.124382, 6.71377e-08
0.122233, 7.73359e-08
0.119646, 8.875e-08
0.116565, 1.01482e-07
0.113501, 1.15637e-07
0.110536, 1.31325e-07
0.107574, 1.4866e-07
0.104557, 1.67759e-07
0.101375, 1.88743e-07
0.0981198, 2.11736e-07
0.0956885, 2.36866e-07
0.0943886, 2.64264e-07
0.0935479, 2.94064e-07
0.0928842, 3.26402e-07
0.0935762, 3.61418e-07
0.094912, 3.99256e-07
0.0960943, 4.40059e-07
0.0971138, 4.83977e-07
0.0980432, 5.3116e-07
0.0989978, 5.81762e-07
0.0999668, 6.35939e-07
0.100777, 6.93851e-07
0.101293, 7.5566e-07
0.101695, 8.21532e-07
0.102187, 8.91633e-07
0.102387, 9.66137e-07
0.101626, 1.04522e-06
0.0995491, 1.12905e-06
0.0981643, 1.21783e-06
0.0974892, 1.31172e-06
0.0972718, 1.41093e-06
0.097164, 1.51564e-06
0.0971059, 1.62606e-06
0.0970591, 1.74237e-06
0.0970181, 1.86479e-06
0.09704, 1.99353e-06
0.097168, 2.12879e-06
0.0973261, 2.27079e-06
0.0974282, 2.41975e-06
0.0973454, 2.5759e-06
0.0970324, 2.73945e-06
0.096559, 2.91065e-06
0.0958896, 3.08972e-06
0.0949349, 3.27689e-06
0.0938903, 3.47241e-06
0.0928263, 3.67651e-06
0.0917282, 3.88943e-06
0.0905784, 4.11143e-06
0.089347, 4.34274e-06
0.0879684, 4.5836e-06
0.0867223, 4.83427e-06
0.0861488, 5.09499e-06
0.0863262, 5.36601e-06
0.087947, 5.64757e-06
0.090023, 5.93991e-06
0.092413, 6.24328e-06
0.095429, 6.55792e-06
0.0983495, 6.88408e-06
0.101055, 7.22198e-06
0.103768, 7.57187e-06
0.106509, 7.93397e-06
0.109283, 8.30853e-06
0.111653, 8.69577e-06
0.113666, 9.09592e-06
0.115992, 9.5092e-06
0.119207, 9.93585e-06
