0.0262359,0,1100,110,0
0.00689939,0,0,159,0
0.00148862,0,0,191,0
0.00204343,0,0,223,0
0.00118636,0,0,255,0
0.000791124,0,0,287,0
0.000552502,0,0,318,0
0.000673304,0,0,350,0
0.000719938,0,0,382,0
0.000558229,0,0,414,0
0.000777836,0,0,445,0
0.000739868,0,0,475,0
0.000664799,0,0,505,0
0.000697345,0,0,536,0
0.000503292,0,0,567,0
0.000743889,0,0,599,0
0.000455069,0,0,631,0
0.000766991,0,0,663,0
0.000769435,0,0,695,0
0.000656059,0,0,725,0
0.000740852,0,0,755,0
0.000833475,0,0,787,0
0.000711544,0,0,818,0
0.000621085,0,0,849,0
0.000849953,0,0,880,0
0.000840882,0,0,915,0
0.000916378,0,0,943,0
0.00073334,0,0,974,0
0.000620853,0,0,1004,0
0.000535763,0,0,1034,0
0.000763201,0,0,1065,0
0.000563949,0,0,1095,0
0.00070644,0.000575802,0,1125,0.0298302
0.000502727,0.0004661,0.0298302,1155,0.0220733
0.000467873,0.000448681,0.0519035,1186,0.0214586
0.000751989,0.00050119,0.0733622,1217,0.0310801
0.000863088,0.000607635,0.104442,1247,0.0350072
0.000711742,0.000441475,0.139449,1279,0.0298393
0.000738303,0.000516246,0.169289,1343,0.0637712
0.000687809,0.000455237,0.23306,1374,0.0283782
0.000803223,0.000562538,0.261438,1404,0.0325348
0.000792582,0.000624488,0.293973,1435,0.0342496
0.000669758,0.000511273,0.328223,1466,0.0286872
0.000572864,0.000456188,0.35691,1499,0.0264316
0.000602981,0.000420037,0.383341,1528,0.023577
0.000943632,0.000670648,0.406918,1558,0.0383687
0.000766639,0.000475091,0.445287,1588,0.0301255
0.000827186,0.000485768,0.475413,1620,0.0342422
0.000576721,0.000364302,0.509655,1652,0.0242839
0.000552485,0.000517639,0.533939,1684,0.0259617
0.000539875,0.000322577,0.5599,1714,0.0210349
0.000559728,0.00041377,0.580935,1745,0.023765
0.000723946,0.000530141,0.6047,1796,0.0504399
0.000821396,0.000615403,0.65514,1824,0.0316147
0.000696307,0.000466103,0.686755,1854,0.0278807
0.000497338,0.000410893,0.714636,1886,0.0224891
0.000581269,0.000362998,0.737125,1919,0.0251714
0.000710947,0.000628997,0.762296,1949,0.0307634
0.000602003,0.000437882,0.79306,1981,0.0262702
0.000977568,0.000670972,0.81933,2011,0.0393916
0.000591413,0.00050807,0.858721,2041,0.0253635
0.000476257,0.000396643,0.884085,2072,0.0209119
0.000891069,0.000547417,0.904997,2104,0.0372729
0.000739956,0.000625894,0.94227,2135,0.03264
0.000678324,0.000483247,0.97491,2165,0.0275984
0.000775642,0.000712264,1.00251,2195,0.0339532
0.000686463,0.000434697,1.03646,2227,0.028922
0.000566833,0.000406408,1.06538,2258,0.0238711
0.000757589,0.000602613,1.08925,2289,0.0328258
0.000837761,0.000486099,1.12208,2321,0.0345859
0.000679766,0.000438822,1.15667,2353,0.0287737
0.000618128,0.000432328,1.18544,2385,0.0266974
0.000580949,0.000431023,1.21214,2417,0.0254867
0.000869242,0.000549828,1.23762,2449,0.036613
0.000803713,0.000580158,1.27424,2480,0.0339075
0.00069138,0.00051377,1.30814,2511,0.0293962
0.000668238,0.000393707,1.33754,2543,0.0276829
0.000799327,0.000550364,1.36522,2573,0.0322353
0.000831572,0.000623411,1.39746,2603,0.0342983
0.000715738,0.000482102,1.43176,2635,0.0306172
0.000665545,0.000489305,1.46237,2664,0.0263957
0.000420741,0.000365824,1.48877,2695,0.0187132
0.000795546,0.000496552,1.50748,2727,0.0334023
0.000624857,0.000455422,1.54089,2759,0.0272822
0.000641691,0.00047044,1.56817,2790,0.0271842
0.000717335,0.000475218,1.59535,2820,0.0286483
0.000529007,0.000395353,1.624,2850,0.0218005
0.000953722,0.000675982,1.6458,2882,0.0413348
0.00043558,0.000346169,1.68714,2913,0.0188686
0.000704299,0.000480731,1.706,2945,0.0302293
0.00064775,0.000486065,1.73623,2976,0.0276143
0.000636675,0.000507203,1.76385,3006,0.0267083
0.000646577, 0.0, 3006,3037,31
0.000760142, 0.0, 3037,3069,32
0.000830664, 0.0, 3069,3103,34
0.000812624, 0.0, 3103,3134,31
0.000574569, 0.0, 3134,3165,31
0.00083171, 0.0, 3165,3198,33
0.000692501, 0.0, 3198,3229,31
0.000726943, 0.0, 3229,3261,32
0.000653585, 0.0, 3261,3292,31
0.000996673, 0.0, 3292,3321,29
0.000818963, 0.0, 3321,3353,32
0.000708168, 0.0, 3353,3385,32
