2.0, 26063
4.0, 47566
2.0, 47688
4.0, 56349
2.0, 57983
4.0, 58627
2.0, 58736
4.0, 66254
2.0, 68109
4.0, 76294
2.0, 78132
4.0, 78781
2.0, 78907
4.0, 86736
2.0, 89370
4.0, 100944
2.0, 103985
4.0, 104643
2.0, 104737
4.0, 104955
2.0, 105076
4.0, 112592
2.0, 115984
4.0, 116636
2.0, 116760
4.0, 116884
2.0, 116976
4.0, 125247
2.0, 128315
4.0, 136502
2.0, 143031
4.0, 143686
2.0, 143812
4.0, 151221
2.0, 155026
4.0, 156027
2.0, 156120
4.0, 156901
2.0, 156997
4.0, 164412
2.0, 167671
4.0, 168325
2.0, 168446
4.0, 179145
2.0, 182091
4.0, 183085
2.0, 183178
4.0, 190593
2.0, 193744
4.0, 194393
2.0, 194516
4.0, 202342
2.0, 204723
4.0, 205377
2.0, 205500
4.0, 205596
2.0, 205718
4.0, 213138
2.0, 215545
4.0, 216413
2.0, 216505
4.0, 217373
2.0, 217496
4.0, 224154
2.0, 227197
4.0, 228067
2.0, 228161
4.0, 234900
2.0, 237086
4.0, 245302
2.0, 247246
4.0, 247898
2.0, 248022
4.0, 249417
2.0, 249541
4.0, 256176
2.0, 258884
4.0, 267512
2.0, 277004
