2.0, 7728
4.0, 9836
2.0, 12328
4.0, 12424
2.0, 12550
4.0, 14383
2.0, 16920
4.0, 19466
2.0, 21533
4.0, 21883
2.0, 21969
4.0, 23618
2.0, 26334
4.0, 26461
2.0, 26553
4.0, 28862
2.0, 31348
4.0, 31474
2.0, 31565
4.0, 33751
2.0, 36372
4.0, 36495
2.0, 36603
4.0, 39092
2.0, 41731
4.0, 44005
2.0, 47165
4.0, 49220
2.0, 52628
4.0, 54813
2.0, 58399
4.0, 58525
2.0, 58617
4.0, 59699
2.0, 64157
4.0, 64377
2.0, 64501
4.0, 66332
2.0, 69706
4.0, 69924
2.0, 70049
4.0, 71679
2.0, 76227
4.0, 76352
2.0, 76445
4.0, 78090
2.0, 81279
4.0, 83445
2.0, 86702
4.0, 86920
2.0, 87011
4.0, 88668
2.0, 91932
4.0, 92149
2.0, 92244
4.0, 93886
2.0, 97471
4.0, 97593
2.0, 97688
4.0, 99994
2.0, 102805
4.0, 104988
2.0, 108156
4.0, 108250
2.0, 108376
4.0, 110779
2.0, 116129
4.0, 118189
2.0, 122267
