-0.00163873,-3.75814e-07, -3.71115e-07,-3.66474e-07
-0.00165415,-3.10357e-06, -3.05546e-06,-3.00814e-06
-0.0016822,-1.27145e-05, -1.24695e-05,-1.22299e-05
-0.00168633,-3.52731e-05, -3.4433e-05,-3.36171e-05
-0.0018688,-7.60785e-05, -7.38636e-05,-7.17309e-05
-0.00187707,-0.00013795, -0.000133107,-0.000128493
-0.00185092,-0.000220535, -0.000211321,-0.00020265
-0.00171272,-0.000320195, -0.000304442,-0.000289836
-0.0017484,-0.00043028, -0.000405546,-0.000383007
-0.00173442,-0.000541892, -0.000505668,-0.000473334
-0.00152715,-0.00064503, -0.000594999,-0.000551415
-0.00151094,-0.00072975, -0.000664046,-0.000608441
-0.00148145,-0.000787169, -0.000704615,-0.000637133
-0.00164557,-0.000810444, -0.000710754,-0.000632612
-0.00161219,-0.000795685, -0.000679581,-0.000593142
-0.00162816,-0.000742449, -0.000611705,-0.000520429
-0.00164127,-0.000653635, -0.000511017,-0.000419309
-0.00165582,-0.000534909, -0.000384042,-0.000297
-0.00168157,-0.000393936, -0.000239102,-0.0001622
-0.00168498,-0.000239525, -8.54226e-05,-2.41496e-05
-0.00186928,-8.08074e-05, 6.77056e-05,0.000108211
-0.00155139,7.35043e-05, 0.000211668,0.000226962
-0.00149814,0.00021593, 0.000339311,0.000325945
-0.00149838,0.000341026, 0.000445706,0.000401445
-0.0016222,0.000445693, 0.000528389,0.000452348
-0.00163841,0.000528834, 0.000586965,0.000479648
-0.00164779,0.000590788, 0.000622492,0.000485752
-0.0016547,0.000632908, 0.000637025,0.000473963
-0.00165741,0.000657305, 0.000633328,0.000448142
-0.00167449,0.000666615, 0.000614628,0.000412422
-0.00177757,0.000663743, 0.000584344,0.000370904
-0.00188605,0.000651532, 0.000545751,0.000327315
-0.00188025,0.000632434, 0.000501654,0.000284672
-0.00183082,0.000608378, 0.000454268,0.000245183
-0.00175905,0.000580932, 0.000405388,0.000210426
-0.00173728,0.000551578, 0.000356671,0.000181647
-0.00169452,0.000521867, 0.000309791,0.00015993
-0.00155131,0.000493422, 0.000266438,0.000146213
-0.00149997,0.000467899, 0.000228278,0.000141267
-0.00147851,0.000446909, 0.000196879,0.000145648
-0.00161926,0.000431782, 0.000173477,0.000159497
-0.00164119,0.000423152, 0.000158575,0.000182177
-0.00164914,0.000420634, 0.000151643,0.000212024
-0.00165145,0.000422821, 0.000151142,0.000246428
-0.00165939,0.000427584, 0.000154845,0.000282197
-0.00176048,0.000432434, 0.000160216,0.000315971
-0.00167537,0.000434825, 0.000164714,0.00034455
-0.00187755,0.000432408, 0.000166045,0.000365159
-0.00188788,0.000423201, 0.000162328,0.000375608
-0.0018429,0.000405689, 0.000152181,0.000374381
-0.0017666,0.00037902, 0.000134897,0.000360791
-0.00175134,0.00034329, 0.000110716,0.000335235
-0.00173569,0.00029967, 8.09204e-05,0.000299253
-0.00153311,0.000250284, 4.76898e-05,0.000255358
-0.00149878,0.000198023, 1.38913e-05,0.00020679
-0.00145562,0.000146298, -1.71792e-05,0.000157237
-0.0016102,9.8579e-05, -4.22648e-05,0.000110353
-0.00160933,5.77306e-05, -5.8804e-05,6.90988e-05
-0.00163293,2.5449e-05, -6.54665e-05,3.52218e-05
-0.00162927,2.0821e-06, -6.22992e-05,9.13159e-06
-0.00164954,-1.32071e-05, -5.05286e-05,-9.88281e-06
-0.00168045,-2.2136e-05, -3.22279e-05,-2.33074e-05
-0.00168633,-2.69755e-05, -9.97041e-06,-3.3056e-05
-0.00190155,-3.02701e-05, 1.3462e-05,-4.11862e-05
-0.00190655,-3.46686e-05, 3.52537e-05,-4.97409e-05
-0.00186777,-4.27542e-05, 5.27251e-05,-6.05984e-05
-0.00176938,-5.66632e-05, 6.37085e-05,-7.51258e-05
