-0.0725776,-0.0097469,-0.00932333,-0.00891817,-0.00853061,-0.0081599,-0.0078053
-0.0737907,-0.0388419,-0.0363661,-0.0341448,-0.0322154,-0.0305914,-0.029262
-0.074635,-0.0554373,-0.0492521,-0.0443897,-0.0410007,-0.0389622,-0.0379621
-0.0745431,-0.0302498,-0.0214866,-0.016563,-0.015274,-0.0163286,-0.0182175
-0.0732556,-0.00195368,0.00610717,0.00684617,0.00286676,-0.0016221,-0.00420013
-0.072512,0.00209339,0.00730394,0.0025233,-0.00410665,-0.00629788,-0.00493284
-0.0724963,0.00784388,0.00940869,0.00100637,-0.00255846,0.000633515,0.00299548
-0.0731944,0.0197054,0.0168798,0.00774759,0.00974536,0.0131586,0.0110156
-0.0725412,0.0227421,0.0153582,0.00867899,0.0140293,0.0123303,0.00957288
-0.0701381,0.0232718,0.0121015,0.0104519,0.0145688,0.0100902,0.0122615
-0.0667827,0.0279106,0.0139852,0.0177888,0.0170302,0.0158173,0.0182884
-0.06359,0.0308811,0.0153406,0.0227635,0.0174542,0.0208498,0.0183208
-0.0614057,0.0302461,0.0145569,0.0226232,0.0170539,0.0202461,0.0177089
-0.0603514,0.0284891,0.0142619,0.0199832,0.0187609,0.0174081,0.0199571
-0.0612304,0.0251078,0.0138492,0.0152552,0.0194506,0.0155131,0.0181227
-0.0639867,0.019396,0.0124207,0.00930603,0.0157253,0.01477,0.01247
-0.0677627,0.0126551,0.0109438,0.00484501,0.00867182,0.0122856,0.00995653
-0.070787,0.00622567,0.010234,0.0036814,0.00223688,0.00589446,0.0084533
-0.0720927,0.00125711,0.0107917,0.00625033,0.0009251,4.75071e-05,0.00277703
-0.0721674,-0.00141014,0.0127748,0.0116986,0.00662376,0.00245491,0.000187308
-0.0725005,-0.00250341,0.0148892,0.0172867,0.0160214,0.0136839,0.0105144
-0.0737105,-0.00373566,0.0151305,0.0197925,0.0227692,0.024586,0.0257598
-0.0745902,-0.00570719,0.0128916,0.0180339,0.0225936,0.0256052,0.0280804
-0.0745982,-0.00742712,0.00931022,0.0132548,0.0159595,0.0163728,0.0156413
-0.0733437,-0.00791775,0.00557198,0.00726603,0.00655559,0.00468309,0.0032661
-0.0725363,-0.00750131,0.00165572,0.000968429,-0.00183828,-0.00258768,-0.00109817
-0.0724738,-0.00735835,-0.00316673,-0.00542978,-0.00742411,-0.00553792,-0.00378072
-0.0731533,-0.0081865,-0.00902526,-0.0114516,-0.0105827,-0.00838726,-0.00952449
-0.0726601,-0.00937116,-0.0147612,-0.0159436,-0.0126561,-0.0128709,-0.0141892
-0.0703461,-0.00953214,-0.0186161,-0.0178012,-0.0146028,-0.0165935,-0.0151852
-0.067042,-0.00805495,-0.0197915,-0.0172241,-0.0165894,-0.0174112,-0.0159973
-0.0637898,-0.0059083,-0.0191722,-0.0159281,-0.0182568,-0.0167527,-0.0180556
-0.0615392,-0.00457,-0.0181623,-0.0155855,-0.0188901,-0.0171387,-0.0184578
-0.060381,-0.00460434,-0.0172841,-0.0163766,-0.017952,-0.0183099,-0.0170339
-0.0610987,-0.00582668,-0.0164143,-0.0174646,-0.0161127,-0.0180587,-0.0168027
-0.0637377,-0.00811892,-0.0156157,-0.0181462,-0.0150792,-0.0160324,-0.0173131
-0.0674823,-0.0112506,-0.014935,-0.0179375,-0.015688,-0.0144846,-0.0157953
-0.070626,-0.0141826,-0.0137132,-0.0161001,-0.0164694,-0.0148149,-0.0136824
-0.0720523,-0.0153989,-0.0109318,-0.0120294,-0.0147785,-0.0149337,-0.013707
-0.0721881,-0.0142228,-0.0064588,-0.0062841,-0.0094864,-0.0113987,-0.0125905
-0.0724444,-0.0115317,-0.00160679,-0.000757555,-0.00234661,-0.00388761,-0.00549411
-0.0736496,-0.00897152,0.00178916,0.00254785,0.00331188,0.00358974,0.00403792
-0.0745636,-0.00731523,0.00301315,0.00317568,0.00534482,0.00660513,0.00763797
-0.0746688,-0.0057839,0.00302221,0.00251817,0.004301,0.00478685,0.00434571
-0.0734514,-0.00335178,0.00303685,0.00213531,0.00223518,0.00152584,0.000806348
-0.0725696,-0.000249144,0.00305917,0.00217866,0.000679115,-4.68315e-05,0.000546491
-0.0724627,0.00230881,0.00221424,0.00177196,-2.03988e-05,0.000257755,0.000954053
-0.0731126,0.00353162,0.000144587,0.000434153,-0.000178044,0.000674747,0.000113986
-0.0727796,0.00395342,-0.00221286,-0.00115762,-0.000103796,0.0001783,-0.000437984
-0.0705595,0.00494613,-0.00324483,-0.00175331,0.000100479,-0.000492862,5.6732e-05
-0.0673129,0.00722658,-0.00217739,-0.000886808,0.000262265,-0.000370772,0.000197135
-0.0640099,0.00994555,0.000114583,0.000538698,6.9243e-05,0.000200159,-0.000318723
-0.0616905,0.0116268,0.00215116,0.00138473,-0.00029274,0.000370627,-0.000160267
-0.0604332,0.0116446,0.00331823,0.00158057,4.55685e-05,0.00034807,0.000801656
-0.0609938,0.0101884,0.00376149,0.00172046,0.00147434,0.00100599,0.00144258
-0.0635158,0.00741991,0.00351979,0.00199517,0.00308835,0.00239593,0.00190867
-0.0672183,0.00356229,0.00263049,0.00225647,0.00370809,0.0035896,0.00310226
-0.0704641,-0.000380319,0.00183512,0.00278307,0.00342451,0.00395692,0.00432021
-0.0720088,-0.00285489,0.00231901,0.00416777,0.00351226,0.00397801,0.00438568
-0.0722093,-0.00305644,0.00446266,0.00632426,0.00484427,0.00461087,0.00426909
-0.0723868,-0.001727,0.00718462,0.00810543,0.00683102,0.00611377,0.00567159
-0.0735717,-0.00047587,0.00875262,0.00821345,0.00800763,0.00761407,0.00777718
-0.0745157,-0.000160048,0.00840736,0.00661789,0.00760555,0.00797819,0.00828049
-0.0747177,-6.59416e-05,0.00705705,0.00483848,0.00632002,0.00701289,0.00691515
-0.0735562,0.000904417,0.00597937,0.00432444,0.00524355,0.00546005,0.00531883
-0.0726039,0.00264682,0.00525035,0.00486912,0.0045768,0.0041359,0.00432346
-0.072451,0.00399313,0.00396088,0.00504883,0.00382486,0.00337323,0.0035619
-0.0730623,0.00409468,0.00160224,0.00384399,0.00272031,0.00291038,0.00281418
-0.0728849,0.00340004,-0.00106336,0.00163804,0.00159506,0.00225223,0.00215631
-0.0707657,0.00327534,-0.0025073,-0.000231395,0.000928009,0.00126738,0.00140195
-0.067581,0.00454162,-0.00192077,-0.000894162,0.000607345,0.000242962,0.000387559
-0.0642275,0.00646298,-0.000123727,-0.000791177,-8.68897e-05,-0.000621388,-0.000640193
-0.0618343,0.0075565,0.00135967,-0.000811637,-0.00138442,-0.0013089,-0.00134654
-0.060482,0.00711268,0.00182619,-0.00103068,-0.00234568,-0.00168134,-0.00164396
-0.0608842,0.00528928,0.00141699,-0.000999706,-0.00200328,-0.00160641,-0.00158935
-0.0632861,0.00226215,0.00023563,-0.000765955,-0.000736518,-0.00118517,-0.00121691
-0.0669437,-0.0017795,-0.00164608,-0.000783155,0.000173136,-0.000600272,-0.000629799
-0.0702903,-0.00590615,-0.00347909,-0.00100971,0.000100298,-8.23463e-06,-5.35453e-05
-0.0719574,-0.00857159,-0.00399902,-0.00084165,-0.000417217,0.000287658,0.000248071
-0.0722353,-0.00888052,-0.00266121,-8.87639e-05,-0.000658602,-6.05077e-05,8.48169e-06
-0.0723433,-0.00747615,-0.000397979,0.000482491,-0.00064291,-0.000928115,-0.000809516
-0.0734922,-0.005962,0.00109094,-0.000134267,-0.000931629,-0.00168625,-0.00170382
-0.0744712,-0.00530786,0.000944316,-0.00187324,-0.0016642,-0.00183388,-0.00193443
-0.0747653,-0.00491148,-4.10572e-05,-0.00324989,-0.00212517,-0.0014529,-0.00142501
-0.0736686,-0.00364845,-0.000577295,-0.00287129,-0.0016995,-0.00109949,-0.0010101
-0.0726477,-0.00151894,-0.000523465,-0.00105701,-0.000825817,-0.00114456,-0.0012049
-0.0724516,0.000336487,-0.000818086,0.000529256,-0.000442491,-0.00128028,-0.00138179
-0.0730169,0.000984072,-0.00211487,0.000569758,-0.000855977,-0.00108406,-0.00100971
-0.0729899,0.000765583,-0.00380931,-0.000749014,-0.00145327,-0.000748283,-0.000651673
-0.0709709,0.0010204,-0.00443918,-0.00208204,-0.00145622,-0.000761026,-0.000864462
-0.0678337,0.00265353,-0.00314508,-0.00237087,-0.000910154,-0.00116933,-0.00126491
