0.0478838, 2;
0.0506733, 2;
0.0500407, 2;
0.056838, 2;
0.0526022, 2;
0.0454236, 2;
0.0380188, 2;
0.0629567, 2;
0.0172947, 2;
0.0409016, 2;
0.0430893, 2;
0.045804, 2;
0.046711, 2;
0.0615869, 2;
0.0603358, 2;
0.0616326, 2;
0.0344915, 2;
0.0620723, 2;
0.0525193, 2;
0.0344493, 2;
0.0395935, 2;
0.0498435, 2;
0.0401741, 2;
0.0458856, 2;
0.0374891, 2;
0.0544039, 2;
0.0622146, 2;
0.0539819, 2;
0.0407518, 2;
0.0491096, 2;
0.0471197, 2;
0.036056, 2;
0.0445328, 2;
0.0535246, 2;
0.0534563, 2;
0.0392178, 2;
0.0658846, 2;
0.0427279, 2;
0.0571548, 2;
0.0526515, 2;
0.0553312, 2;
0.0544133, 2;
0.0492364, 2;
0.0524416, 2;
0.0561575, 2;
0.0423533, 2;
0.0555365, 2;
0.0389691, 2;
0.0497186, 2;
0.0454318, 2;
0.0619226, 2;
0.0540814, 2;
0.0724058, 2;
0.0604462, 2;
0.0396926, 2;
0.0508806, 2;
0.0416557, 2;
0.0618175, 2;
0.0507182, 2;
0.0628775, 2;
0.0742434, 2;
0.0600241, 2;
0.047004, 2;
0.0460989, 2;
0.0447201, 2;
0.0519067, 2;
0.0435888, 2;
0.0602253, 2;
0.0615982, 2;
0.0296394, 2;
0.0572587, 2;
0.059461, 2;
0.0738001, 2;
0.0753338, 2;
0.0342548, 2;
0.0786247, 2;
0.0556543, 2;
0.0656314, 2;
0.0319429, 2;
0.0545379, 2;
0.0601503, 2;
0.0559044, 2;
0.058578, 2;
0.0553456, 2;
0.04014, 2;
0.0464031, 2;
0.0467639, 2;
0.0531809, 2;
0.0544515, 2;
0.0415557, 2;
0.0676598, 2;
0.0423781, 2;
0.0522116, 2;
0.0548961, 2;
0.0518719, 2;
0.0383752, 2;
0.0640957, 2;
0.0301309, 2;
0.0512036, 2;
