0.215877,0.0289914,0.0271097,0.0253501
0.224002,0.116139,0.10514,0.0955637
0.233319,0.168215,0.140713,0.120003
0.236159,0.0974237,0.0583463,0.0379357
0.225285,0.0134501,-0.0226556,-0.0246371
0.207226,-0.00698782,-0.0300855,-0.00840132
0.190589,-0.038072,-0.0434764,-0.00639835
0.182945,-0.0840063,-0.0673994,-0.0272739
0.181223,-0.0935338,-0.0544056,-0.0255646
0.184571,-0.085106,-0.028677,-0.023495
0.192719,-0.0822582,-0.0158674,-0.0370864
0.202733,-0.0728055,-0.00431486,-0.0437976
0.204889,-0.057655,0.00462205,-0.0385647
0.200069,-0.0512125,-0.00208041,-0.0329187
0.193475,-0.0524134,-0.0205283,-0.0269333
0.193943,-0.050885,-0.038054,-0.0171556
0.207633,-0.0409237,-0.0476879,-0.00747851
0.214233,-0.0235248,-0.0495136,-0.00552424
0.216029,-0.00807533,-0.0514499,-0.0199169
0.21393,-0.00278378,-0.0593938,-0.0502991
0.215677,-0.00191811,-0.0657164,-0.0796861
0.223769,0.00392745,-0.0608256,-0.0907568
0.233134,0.0146538,-0.0458666,-0.0807464
0.236291,0.0242798,-0.0279109,-0.0567013
0.225805,0.0264317,-0.0139408,-0.0287504
0.207908,0.0180979,-0.00724935,-0.00528343
0.191014,0.00462717,-0.00318708,0.0126216
0.183195,-0.00319285,0.00712366,0.0288564
0.181233,9.55072e-05,0.0262805,0.0436426
0.184445,0.0107131,0.0479784,0.0524997
0.192376,0.0230691,0.0653703,0.0541625
0.20248,0.0354248,0.0766305,0.053473
0.205015,0.0455688,0.0803315,0.0538656
0.200215,0.0478454,0.0725817,0.0530279
0.193665,0.04093,0.0544942,0.049953
0.193561,0.0326127,0.0358047,0.0488206
0.20722,0.0318401,0.0260793,0.052014
0.214206,0.0386981,0.0252155,0.0540239
0.216034,0.0429105,0.0232541,0.0443331
0.214092,0.0366582,0.01365,0.0208616
0.215567,0.0260827,0.00353178,-0.00300082
0.223501,0.0206051,0.00183545,-0.0137836
0.232852,0.0205299,0.0074442,-0.0108215
0.236377,0.0203655,0.0136904,-0.00112525
0.226295,0.0138443,0.0139169,0.0069529
0.208576,-0.0022352,0.00517113,0.00803129
0.19143,-0.0227343,-0.0073136,0.00443842
0.183389,-0.036854,-0.0136986,0.00289878
0.181203,-0.038834,-0.0101156,0.00511278
0.18435,-0.0321987,-0.00174257,0.00624376
0.192155,-0.0226181,0.00521202,0.00314996
0.202296,-0.0120066,0.00927268,-0.00149295
0.205203,-0.00256807,0.00930496,-0.00551277
0.200397,2.87434e-05,0.00142101,-0.0112456
0.193911,-0.00585717,-0.0137997,-0.0187274
0.193334,-0.0127298,-0.0273141,-0.0220128
0.206854,-0.0115777,-0.0300452,-0.0167557
0.214168,-0.00206917,-0.0225295,-0.00738329
0.216004,0.00558924,-0.0153834,-0.00500504
0.214218,0.00317684,-0.0162093,-0.0140645
0.215444,-0.00359159,-0.018794,-0.024201
0.223273,-0.00523363,-0.0144508,-0.0243448
0.232702,-0.00128223,-0.00428287,-0.0152626
0.236533,0.00278787,0.00508119,-0.00417627
0.226768,0.000622407,0.00709413,0.0016491
0.209169,-0.0112522,-0.00110904,-0.00130074
0.191803,-0.0279761,-0.0140867,-0.00861503
0.183614,-0.0387773,-0.0214869,-0.0118191
0.18119,-0.0377008,-0.0187431,-0.00837668
0.184212,-0.0281495,-0.0105063,-0.00355568
0.191853,-0.0158737,-0.00277518,-0.00189897
