0.0310318, 6;
0.0155526, 6;
0.0147833, 6;
0.0148221, 6;
0.0155383, 6;
0.0163317, 6;
0.0140843, 6;
0.0154252, 6;
0.0160592, 6;
0.0155594, 6;
0.0167285, 6;
0.0142016, 6;
0.0146882, 6;
0.0157615, 6;
0.015171, 6;
0.01587, 6;
0.0152589, 6;
0.0154635, 6;
0.0156086, 6;
0.0133406, 6;
0.0155916, 6;
0.0153782, 6;
0.0152403, 6;
0.0156237, 6;
0.0145168, 6;
0.0160767, 6;
0.0152828, 6;
0.015358, 6;
0.0158306, 6;
0.0152006, 6;
0.01611, 6;
0.0158857, 6;
0.0159721, 6;
0.0144545, 6;
0.0145074, 6;
0.0134015, 6;
0.0152832, 6;
0.0153525, 6;
0.0156605, 6;
0.0153419, 6;
0.0156041, 6;
0.015583, 6;
0.0148472, 6;
0.0153098, 6;
0.0151882, 6;
0.0160731, 6;
0.0156297, 6;
0.0151554, 6;
0.0307257, 6;
0.0151424, 6;
0.0156173, 6;
0.0153325, 6;
0.0156066, 6;
0.0145375, 6;
0.016067, 6;
0.0158792, 6;
0.0154848, 6;
0.0162945, 6;
0.0155317, 6;
0.0147832, 6;
0.0148018, 6;
0.0151126, 6;
0.0159887, 6;
0.014577, 6;
0.0150608, 6;
0.0155394, 6;
0.0153567, 6;
0.0153741, 6;
0.0158813, 6;
0.0159346, 6;
0.0160654, 6;
0.0145093, 6;
0.0154797, 6;
0.0173189, 6;
0.0140677, 6;
0.0155731, 6;
0.0151664, 6;
0.0165769, 6;
0.0148616, 6;
0.0151682, 6;
0.0155608, 6;
0.0157818, 6;
0.0155744, 6;
0.0151732, 6;
0.0152809, 6;
0.0155236, 6;
0.0206358, 6;
0.0263327, 6;
0.0145928, 6;
0.0149628, 6;
0.015133, 6;
0.0153172, 6;
0.0157422, 6;
0.015715, 6;
0.0149834, 6;
0.0152443, 6;
0.0159, 6;
0.015443, 6;
0.015706, 6;
0.0145619, 6;
0.0159267, 6;
0.0154559, 6;
0.0156207, 6;
0.0159839, 6;
0.015436, 6;
0.0154975, 6;
0.0156048, 6;
0.0160888, 6;
0.0152222, 6;
0.0158207, 6;
0.0160449, 6;
0.0153248, 6;
0.0159042, 6;
0.015941, 6;
0.0152996, 6;
0.0147647, 6;
0.0154224, 6;
0.0156119, 6;
0.0156118, 6;
0.016016, 6;
0.0151894, 6;
0.0156227, 6;
0.0153046, 6;
0.0156514, 6;
0.0147872, 6;
0.0156786, 6;
0.0153922, 6;
0.0156788, 6;
0.0160565, 6;
0.015699, 6;
0.0157394, 6;
0.0150209, 6;
0.0155944, 6;
0.0144557, 6;
0.015535, 6;
0.0150378, 6;
0.0151919, 6;
0.0160632, 6;
0.015166, 6;
0.0157279, 6;
0.0153822, 6;
0.0163018, 6;
0.013872, 6;
0.0160864, 6;
0.0147202, 6;
0.0155653, 6;
0.0157076, 6;
0.0151993, 6;
0.017047, 6;
0.0142529, 6;
0.0160544, 6;
0.015255, 6;
0.0157698, 6;
0.015694, 6;
0.0150082, 6;
