1.59207, 1;
0.0295504, 2;
0.0295421, 2;
0.0290346, 2;
0.0290487, 2;
0.0290493, 2;
0.0290429, 2;
0.0290506, 2;
0.0290416, 2;
0.0290506, 2;
0.0290467, 2;
0.0290442, 2;
0.0290512, 2;
0.0290397, 2;
0.0290467, 2;
0.0290608, 2;
0.0295319, 2;
0.0290455, 2;
0.0290448, 2;
0.0290467, 2;
0.0290506, 2;
0.0290506, 2;
0.0290378, 2;
0.0290461, 2;
0.0290659, 2;
0.0290263, 2;
0.0290519, 2;
0.0290499, 2;
0.0300324, 2;
0.0300644, 2;
0.0290397, 2;
0.0290519, 2;
0.0290403, 2;
0.0291754, 2;
0.0294263, 2;
0.0290384, 2;
0.0290442, 2;
0.0290442, 2;
0.0290448, 2;
0.0290506, 2;
0.0290519, 2;
0.0290384, 2;
0.0290455, 2;
0.0290435, 2;
0.0290979, 2;
0.0299953, 2;
0.0290467, 2;
0.0290461, 2;
0.0290493, 2;
0.0290435, 2;
0.0291191, 2;
0.0294762, 2;
0.0290448, 2;
0.0290448, 2;
0.0290487, 2;
0.0290487, 2;
0.029041, 2;
0.0290499, 2;
0.0295594, 2;
0.0294423, 2;
0.0291511, 2;
0.0290275, 2;
0.0290563, 2;
0.0290416, 2;
0.0290467, 2;
0.0290403, 2;
0.0290749, 2;
0.0295229, 2;
0.0290442, 2;
0.0290467, 2;
0.0290493, 2;
0.0290448, 2;
0.0290461, 2;
0.0290435, 2;
0.0290448, 2;
0.0290557, 2;
0.0290723, 2;
0.0295293, 2;
0.0290295, 2;
0.0290442, 2;
0.0290589, 2;
0.0290282, 2;
0.0290653, 2;
0.0290346, 2;
0.0290467, 2;
0.0295428, 2;
0.0290455, 2;
0.0290461, 2;
0.0290455, 2;
0.0290627, 2;
0.0295498, 2;
0.029048, 2;
0.0290467, 2;
0.0290544, 2;
0.0290346, 2;
0.0290416, 2;
0.0290442, 2;
0.029057, 2;
0.0290429, 2;
0.0290416, 2;
0.0290493, 2;
0.0290416, 2;
0.0290519, 2;
0.0290429, 2;
0.0290442, 2;
0.0290563, 2;
0.0290403, 2;
0.0290487, 2;
0.0290429, 2;
0.0290435, 2;
0.0290551, 2;
0.0290327, 2;
0.0290455, 2;
0.0290903, 2;
0.0290019, 2;
0.0290506, 2;
0.0290429, 2;
0.029562, 2;
0.0291779, 2;
0.0294039, 2;
0.0290455, 2;
0.0290512, 2;
0.0290391, 2;
0.0290455, 2;
0.0290487, 2;
0.029048, 2;
0.0290448, 2;
0.0290435, 2;
0.0290487, 2;
0.0290467, 2;
0.0290474, 2;
0.0290487, 2;
0.029041, 2;
0.0290429, 2;
0.0292855, 2;
0.0288112, 2;
0.0290551, 2;
0.0290346, 2;
0.0290448, 2;
0.0290467, 2;
0.0290455, 2;
0.0290435, 2;
0.0290448, 2;
0.0290583, 2;
0.0295524, 2;
0.029041, 2;
0.0291095, 2;
0.0289821, 2;
0.0290339, 2;
0.0290512, 2;
0.0290474, 2;
0.0290461, 2;
0.0290499, 2;
0.0290851, 2;
0.029016, 2;
0.0290307, 2;
0.0290487, 2;
0.0290461, 2;
0.0290685, 2;
0.0290231, 2;
0.0290621, 2;
0.0297578, 2;
0.029329, 2;
0.0290397, 2;
0.0290455, 2;
0.0295472, 2;
0.0290435, 2;
0.029048, 2;
0.0290493, 2;
0.0290384, 2;
0.0290551, 2;
0.029041, 2;
0.0290519, 2;
0.0285654, 2;
0.0290301, 2;
0.0290435, 2;
0.0290423, 2;
0.029048, 2;
0.0290595, 2;
0.02937, 2;
0.0290339, 2;
0.0290467, 2;
0.0290467, 2;
0.0290442, 2;
0.0290455, 2;
0.0290474, 2;
0.0290455, 2;
0.0291063, 2;
0.0290051, 2;
0.0290448, 2;
0.0290288, 2;
0.0290461, 2;
0.0290435, 2;
0.0290435, 2;
0.0290512, 2;
0.0290538, 2;
0.029048, 2;
0.0290378, 2;
0.0290461, 2;
0.0290474, 2;
0.0290429, 2;
0.0290493, 2;
0.0290467, 2;
0.0295556, 2;
0.0290499, 2;
0.02932, 2;
0.0292656, 2;
0.0290365, 2;
0.0290461, 2;
0.0290531, 2;
0.0290429, 2;
0.0295453, 2;
0.0290474, 2;
0.0290743, 2;
0.0290179, 2;
0.0290442, 2;
0.0290608, 2;
0.0295472, 2;
0.0290339, 2;
0.0290455, 2;
0.0290416, 2;
0.0290499, 2;
0.0290595, 2;
0.029032, 2;
0.0290455, 2;
0.0290493, 2;
0.0290423, 2;
0.0290519, 2;
0.0290435, 2;
0.0290455, 2;
0.0290538, 2;
0.0291005, 2;
0.0294845, 2;
0.0290474, 2;
0.0290423, 2;
0.0295671, 2;
0.0300285, 3;
0.0295453, 3;
0.0290506, 3;
0.0295543, 3;
0.0295351, 3;
0.029048, 3;
0.0295492, 3;
0.0295575, 3;
0.0295376, 3;
0.0295453, 3;
0.0290474, 3;
0.0290544, 3;
0.0295415, 3;
0.0295415, 3;
0.0290461, 3;
0.029089, 3;
0.0290032, 3;
0.029546, 3;
0.0290474, 3;
0.0290493, 3;
0.029553, 3;
0.0295447, 3;
0.0295466, 3;
0.0290442, 3;
0.0295492, 3;
0.029544, 3;
0.0290467, 3;
0.0290442, 3;
0.0295504, 3;
0.0290461, 3;
0.0295466, 3;
0.029544, 3;
0.0290519, 3;
0.029544, 3;
0.0295613, 3;
0.0290275, 3;
0.0290512, 3;
0.0295543, 3;
0.0295453, 3;
0.0290397, 3;
0.0295485, 3;
0.0290467, 3;
0.0290448, 3;
0.0295447, 3;
0.0290461, 3;
0.0295536, 3;
0.0300548, 3;
0.029546, 3;
0.0295364, 3;
0.0295498, 3;
0.0290423, 3;
0.0295479, 3;
0.029546, 3;
0.0295511, 3;
0.0295428, 3;
0.029546, 3;
0.0290442, 3;
0.0290499, 3;
0.0295498, 3;
0.0295428, 3;
0.0295472, 3;
0.0290557, 3;
0.0295357, 3;
0.0290736, 3;
0.0290237, 3;
0.0290429, 3;
0.0295492, 3;
0.0295453, 3;
0.0295472, 3;
0.0290755, 3;
0.0295191, 3;
0.0290455, 3;
0.0290666, 4;
0.0295248, 4;
0.0295255, 4;
0.0290736, 4;
0.0290416, 4;
0.0290474, 4;
0.029048, 4;
0.0371661, 4;
0.0440559, 4;
0.0289546, 4;
0.0290442, 4;
0.0290435, 4;
0.0290448, 4;
0.029048, 4;
0.0290455, 4;
0.0295428, 4;
0.0291127, 4;
0.0294852, 4;
0.0290621, 4;
0.029528, 4;
0.0290474, 4;
0.0290506, 4;
0.0290371, 4;
0.0290499, 4;
0.029048, 4;
0.0290659, 4;
0.0290263, 4;
0.0295562, 4;
0.0290384, 4;
0.02956, 4;
0.0290307, 4;
0.0290538, 4;
0.0290999, 4;
0.0294871, 4;
0.0295485, 4;
0.029041, 4;
0.0290467, 4;
0.0290474, 4;
0.0290474, 4;
0.0295447, 4;
0.0290467, 4;
0.0290461, 4;
0.0290704, 4;
0.0295204, 4;
0.029553, 4;
0.029041, 4;
0.0290583, 4;
0.029537, 4;
0.0290461, 4;
0.0295492, 4;
0.0290544, 4;
0.0295332, 4;
0.0290493, 4;
0.0295453, 4;
0.0295524, 4;
0.0290563, 4;
0.029025, 4;
0.029048, 4;
0.0290512, 4;
0.0295511, 4;
0.0290378, 4;
0.0290493, 4;
0.0290461, 4;
0.0290435, 4;
0.0295447, 4;
0.0290506, 4;
0.0290442, 4;
0.0290653, 4;
0.0290403, 4;
0.02953, 4;
0.0290512, 4;
0.0290461, 4;
0.0290435, 4;
0.0290474, 4;
0.0295453, 4;
0.0290864, 4;
0.029512, 4;
0.0290403, 4;
0.0290455, 4;
0.0295735, 4;
0.0291255, 4;
0.0294564, 4;
0.029032, 4;
0.0290512, 4;
0.0295466, 4;
0.0295479, 4;
0.029048, 4;
0.0290448, 4;
0.0290429, 4;
0.0290435, 4;
0.029048, 4;
0.0290435, 4;
0.0290544, 4;
0.0295863, 4;
0.0295037, 4;
0.0290391, 4;
0.0290755, 4;
0.029025, 4;
0.0290493, 4;
0.0295408, 4;
0.0290448, 4;
0.0290448, 4;
0.0291415, 4;
0.0294628, 4;
0.0290467, 4;
0.0290461, 4;
0.0290525, 4;
0.029048, 4;
0.0295389, 4;
0.0295511, 4;
0.0291517, 4;
0.029441, 4;
0.0290455, 4;
0.0290384, 4;
0.0295562, 4;
0.0290883, 4;
0.0290045, 4;
0.0290467, 4;
0.0290474, 4;
0.0290416, 4;
0.0295434, 2;
0.0290455, 2;
0.0290448, 2;
0.0290538, 2;
0.029546, 2;
0.0290448, 2;
0.0290455, 2;
0.0290474, 2;
0.0290499, 2;
0.0295408, 2;
0.0290519, 2;
0.029041, 2;
0.0290519, 2;
0.0290512, 2;
0.0295396, 2;
0.0290506, 2;
0.0290531, 2;
0.0290333, 2;
0.0290467, 2;
0.0295453, 2;
0.0290467, 2;
0.030081, 2;
0.03001, 2;
0.029048, 2;
0.0290499, 2;
0.0290423, 2;
0.0290455, 2;
0.029048, 2;
0.0295466, 2;
0.0295466, 2;
0.029048, 2;
0.0290455, 2;
0.0295492, 2;
0.0295421, 2;
0.0295888, 2;
0.029016, 2;
0.0290333, 2;
0.0290461, 2;
0.0290499, 2;
0.0295524, 2;
0.029553, 2;
0.0290359, 2;
0.0295581, 2;
0.0295338, 2;
0.0295479, 2;
0.0295479, 2;
0.0290499, 2;
0.0290429, 2;
0.0295434, 2;
0.0300503, 2;
0.0295485, 2;
0.0290519, 2;
0.0290359, 2;
0.0295511, 2;
0.0295466, 2;
0.0295479, 2;
0.0290557, 2;
0.0295383, 2;
0.0295466, 2;
0.0295466, 2;
0.0295447, 2;
0.0290474, 2;
0.0290442, 2;
0.029048, 2;
0.0295447, 2;
0.0295594, 2;
0.029112, 2;
0.029512, 2;
0.0295031, 2;
0.0295492, 2;
0.0295485, 2;
0.0290442, 2;
0.0290448, 2;
0.0295543, 2;
0.0295421, 2;
0.0290487, 2;
0.0292144, 2;
0.0288733, 2;
0.0295466, 2;
0.0290896, 2;
0.0295076, 2;
0.0295376, 2;
0.0290531, 2;
0.0290679, 3;
0.0290506, 3;
0.0290275, 3;
0.0295447, 3;
0.0295408, 3;
0.0295568, 3;
0.0295376, 3;
0.029546, 3;
0.0295664, 3;
0.0295332, 3;
0.0295517, 3;
0.0290365, 3;
0.0295453, 3;
0.0290525, 3;
0.0295434, 3;
0.0295511, 3;
0.0295396, 3;
0.0295498, 3;
0.0295581, 3;
0.0295402, 3;
0.0290455, 3;
0.0295402, 3;
0.0295466, 3;
0.0290499, 3;
0.0295492, 3;
0.0295549, 3;
0.029048, 3;
0.029537, 3;
0.0295568, 3;
0.0295293, 3;
0.0295504, 3;
0.0295453, 3;
