0.0575171, 0.0, 0,110,110,0.0636944,0.0011659,0.0604762,0.0671922
0.0217359, 0.0, 110,216,106,0.0636944,0.0011659,0.0604762,0.0671922
0.0165543, 0.0, 216,245,29,0.0636944,0.0011659,0.0604762,0.0671922
0.0513425, 0.0, 245,274,29,0.0636944,0.0011659,0.0604762,0.0671922
0.0224116, 0.0, 274,303,29,0.0636944,0.0011659,0.0604762,0.0671922
0.00585878, 0.0, 303,333,30,0.0636944,0.0011659,0.0604762,0.0671922
0.00719759, 0.0, 333,362,29,0.0636944,0.0011659,0.0604762,0.0671922
0.00515621, 0.0, 362,391,29,0.0636944,0.0011659,0.0604762,0.0671922
0.00392182, 0.0, 391,420,29,0.0636944,0.0011659,0.0604762,0.0671922
0.00431517, 0.0, 420,450,30,0.0636944,0.0011659,0.0604762,0.0671922
0.00344353, 0.0, 450,479,29,0.0636944,0.0011659,0.0604762,0.0671922
0.00291573, 0.0, 479,508,29,0.0636944,0.0011659,0.0604762,0.0671922
0.00282032, 0.0, 508,537,29,0.0636944,0.0011659,0.0604762,0.0671922
0.00165553, 0.0, 537,566,29,0.0636944,0.0011659,0.0604762,0.0671922
0.00140306, 0.0, 566,596,30,0.0636944,0.0011659,0.0604762,0.0671922
0.000978078, 0.0, 596,625,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000682899, 0.0, 625,654,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000674427, 0.0, 654,683,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000946607, 0.0, 683,713,30,0.0636944,0.0011659,0.0604762,0.0671922
0.000704565, 0.0, 713,742,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000557776, 0.0, 742,771,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000676047, 0.0, 771,800,29,0.0636944,0.0011659,0.0604762,0.0671922
0.00119424, 0.0, 800,829,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000787094, 0.0, 829,859,30,0.0636944,0.0011659,0.0604762,0.0671922
0.000692743, 0.0, 859,888,29,0.0636944,0.0011659,0.0604762,0.0671922
0.00125475, 0.0, 888,917,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000664484, 0.0, 917,946,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000959249, 0.0, 946,975,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000995073, 0.0, 975,1004,29,0.0636944,0.0011659,0.0604762,0.0671922
0.00042484, 0.0, 1004,1034,30,0.0636944,0.0011659,0.0604762,0.0671922
0.000750083, 0.0, 1034,1063,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000458579, 0.0, 1063,1092,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000980073, 0.0, 1092,1121,29,0.0636944,0.0011659,0.0604762,0.0671922
0.00126999, 0.0, 1121,1150,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000731838, 0.0, 1150,1179,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000556007, 0.0, 1179,1209,30,0.0636944,0.0011659,0.0604762,0.0671922
0.00107973, 0.0, 1209,1238,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000362334, 0.0, 1238,1267,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000316375, 0.0, 1267,1296,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000764494, 0.0, 1296,1325,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000886622, 0.0, 1325,1354,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000731525, 0.0, 1354,1383,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000786665, 0.0, 1383,1412,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000864141, 0.0, 1412,1441,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000282571, 0.0, 1441,1470,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000571007, 0.0, 1470,1500,30,0.0636944,0.0011659,0.0604762,0.0671922
0.00135671, 0.0, 1500,1529,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000856237, 0.0, 1529,1558,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000725751, 0.0, 1558,1587,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000434297, 0.0, 1587,1617,30,0.0636944,0.0011659,0.0604762,0.0671922
0.00108127, 0.0, 1617,1646,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000921999, 0.0, 1646,1675,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000732837, 0.0, 1675,1705,30,0.0636944,0.0011659,0.0604762,0.0671922
0.000363088, 0.0, 1705,1734,29,0.0636944,0.0011659,0.0604762,0.0671922
0.000178954, 0.0, 1734,1763,29,0.0636944,0.0011659,0.0604762,0.0671922
0.0017206, 0.0, 1763,1792,29,0.0636944,0.0011659,0.0604762,0.0671922
0.00489264, 0.0, 1792,1821,29,0.0636944,0.0011659,0.0604762,0.0671922
0.00212041, 0.0, 1821,1850,29,0.0636944,0.0011659,0.0604762,0.0671922
