-0.482559,0.010483,-0.000446987
-0.513156,0.0159524,1.54902e-06
-0.631412,0.0199085,0.000480982
-0.728448,0.0220021,0.000976733
-0.780106,0.0220431,0.00145124
-0.776529,0.0199971,0.00182643
-0.730912,0.015981,0.00198611
-0.682433,0.0102608,0.0017971
-0.596603,0.00324358,0.00114101
-0.478745,-0.00453797,-5.13267e-05
-0.382026,-0.0124509,-0.00176872
-0.3256,-0.0197981,-0.00389861
-0.354926,-0.0258688,-0.0062245
-0.4011,-0.0300031,-0.00844614
-0.423908,-0.0316633,-0.0102184
-0.435432,-0.0304963,-0.0111971
-0.449499,-0.0263777,-0.0110806
-0.463406,-0.0194306,-0.00964514
-0.475089,-0.0100224,-0.00677191
-0.479937,0.00125913,-0.00246604
-0.484467,0.0136491,0.00313415
-0.511169,0.0262616,0.00975813
-0.622352,0.0381541,0.0170123
-0.720024,0.0483898,0.0243941
-0.774622,0.0560959,0.031312
-0.774225,0.0605211,0.0371189
-0.728448,0.0610959,0.0411638
-0.678857,0.0574907,0.0428568
-0.597239,0.0496622,0.0417377
-0.478745,0.0378803,0.0375371
-0.381152,0.022731,0.0302234
-0.322421,0.00509205,0.0200288
-0.350793,-0.0139218,0.00744656
-0.39808,-0.0330443,-0.00680357
-0.421683,-0.0509638,-0.021837
-0.437021,-0.0664347,-0.0366789
-0.450134,-0.0783761,-0.0503397
-0.460943,-0.085952,-0.061885
-0.472387,-0.088628,-0.0704988
-0.476758,-0.086204,-0.0755373
-0.478506,-0.0788204,-0.07657
-0.507196,-0.0669414,-0.0734082
-0.621398,-0.0513172,-0.066121
-0.719309,-0.0329353,-0.0550404
-0.775814,-0.0129609,-0.0407552
-0.776211,0.00733665,-0.0240834
-0.731707,0.0266727,-0.00601901
-0.68601,0.0438456,0.0123426
-0.60455,0.0578315,0.0298912
-0.486692,0.0678656,0.0455884
-0.382821,0.0735005,0.0585478
-0.321547,0.0746385,0.0680997
-0.351508,0.0715281,0.073833
-0.401894,0.0647218,0.0756047
-0.426531,0.0550041,0.0735237
-0.440359,0.0433028,0.0679173
-0.452518,0.0306005,0.0592931
-0.463883,0.0178542,0.0482981
-0.475168,0.00592567,0.0356755
-0.478506,-0.00447396,0.0222201
-0.481526,-0.0128228,0.00873224
-0.505765,-0.0188092,-0.00402681
-0.613689,-0.0223377,-0.0153788
-0.714382,-0.0235237,-0.0247731
-0.769854,-0.0226785,-0.0318276
-0.770807,-0.0202765,-0.0363554
-0.72511,-0.0169037,-0.0383673
-0.681718,-0.0131891,-0.0380525
-0.602643,-0.00973126,-0.0357418
-0.484864,-0.00703081,-0.0318635
-0.387828,-0.00543523,-0.0268941
-0.327905,-0.00510245,-0.0213118
-0.353416,-0.00599125,-0.0155598
-0.399907,-0.00788231,-0.0100251
-0.424147,-0.0104246,-0.00503213
-0.436862,-0.0131937,-0.000840247
-0.447989,-0.0157493,0.00236036
-0.459592,-0.0176848,0.00445618
-0.472546,-0.0186689,0.005417
-0.478029,-0.0184752,0.00529876
-0.483513,-0.0170006,0.00424096
-0.505368,-0.0142709,0.00245747
-0.612497,-0.0104365,0.00021857
-0.712474,-0.00576286,-0.00217809
-0.7689,-0.000615923,-0.00444448
-0.775496,0.00456343,-0.00633622
-0.73568,0.00930043,-0.00767365
